문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
477539759,질문군산시립도서관 무인대출예약,했는데 어떻게 책을 받나요? 기계가 있나요?,121301, 23,2024.11.06
477536712,질문군산공항에서 전주...,군산공항에서 전주가는 시외버스는 없어졌나요??,121301, 20,2024.11.05
477447406,질문군산 선유도 근처 호텔,몽돌해수욕장근처 괜찮은 호델 있을까요?,121301, 20,2024.11.03
477262460,질문전화번호 궁금,군산 오룡동 고령자 아파트 관리사무실 전화번호 알고 싶습니다. 아시는 분 답변 부탁 드립니다. 감사합니다.,121301, 37,2024.11.03
477441908,질문순천 중학교 교복 보여주세요!,승평팔마금당왕의풍덕신흥연향! 제가 이제 예비중1이여서 교복 보고 학교 정하고 싶어요! 사진 올려주세요!,121301, 20,2024.11.03
477410449,질문군산에서 가장 인기 없는 고등학교...,군산에서 가장 인기 없는 고등학교가 어딘가요,121301, 20,2024.11.02
477410301,질문군산 고등학교,군산에서 고등학교 가려면 평균 몇 정도 나와여하나요 궁금ㅁ요,121301, 17,2024.11.02
477407303,질문카페 탈퇴 된이유,양평 대명낚시터 카페 에서 왜 자동으로 탈퇴 가 되었는지 궁금 해서요 답변좀 해주세요,121301, 20,2024.11.02
477335641,질문군산여고랑 영광여고에 대해 알려주세요,군산여고와 영광여고중에서 어디를 갈지 고민하는 중3입니다. 이 두 학교에 대해서 질문이 있습니다. 1.군산여고 내신따기어렵다는데 얼마나 어렵나요? 2.영광여고가 선생님이 안좋고 수업이 형편없다는데 얼마나 그런가요? 3.영광여고는 매점이 없어졌다는데 진짜인가요? 4.영광여고는 영광중이랑 다르게 리모델링이 안되었다는데 진짜인가요?,121301, 44,2024.11.02
477384002,질문군산 철길 마을 관한 질문 (옛날교복대여),교복 대여할 때 사이즈 사장님이 줄자로 측정해서 옷 골라주시나요?,121301, 27,2024.11.02
477346960,질문딸과 함께 문화생활을 하려고 하는데요,30대 딸과 오랜만에 문화 생활을 하려고 하는데 어디를 가는 것이 좋을까요? 딸이 어딜 나가는 것을 안 좋아해요..,121301, 109,2024.11.01
477336704,질문장미여관이 무슨뜻일까요?,남자애들이 진게하다가 장미여관 얘기 들었냐면서 당황해하던데 다른 의미가 있나요? 찾아봐도 안나오네요,121301, 24,2024.11.01
477205539,질문군산 대학교 궁금한점,인하대 처럼 군산대학교도 동아리방이 있나요?,121301, 34,2024.10.31
477321211,질문부산 대명여고,안녕하세요! 저는 고등학교 고민중인 중3 여학생이에요 동래구 사는중인데 공부는 중간?정도로 하는데 혜화는 너무 빡세다고 해서 대명여고 생각중이에요 내신따서 대학가고싶은데 대명은 내신따기 괜찮을까요? 고등학교가서 열심히 공부할 의지는 있어요!! 2025에 입학하면 체육복은 무슨색일까요?? 대명 말고도 다른 고등학교 추천할곳 있으면 해주세요!!! 감사합니다 ㅎㅎ,121301, 24,2024.10.31
477259991,질문군산 악취 질문,경기도 거주중인 사람입니다만 군산 이주를 희망해 이것저것 정보를 알아보던 중 지역뉴스에서 군산지역 산업단지에서 엄청난 악취가 발생해서 심한 날은 군산 전역에서 악취가 난다는 기사를 접했습니다. 정말 악취가 심한 날은 군산 전역에서도 맡을 수가 있나요? 공기 좋은 곳으로 가고 싶어 군산을 택했는데 대기질이 안좋다면 어떡할지 걱정입니다.,121301, 33,2024.10.31
477308490,질문전북 군산근교 단풍절경,단풍철 된거같은데 전북 군산이나 근처에서 갈만한 단풍 절경이 있을까요? 등산없이 차로 갈 수 있거나 하면 좋응것 같아요!,121301, 177,2024.10.31
477299972,질문군산 이정아 헤어 꿈키움카드 사용 가능한가요?,,121301, 32,2024.10.31
477284965,질문토요일에 문화의 거리 가는데 추천좀여,저는 초등학생고학년인데용 친구랑 노원 문화의 거리 갈려는데 싸고 맛있는 스파게티집이나 파스타집 알려주세용 글고 대충 간다면 인생네컷이나 보드게임 카페 같은 곳 좀많이 알려주세여 또 인생네컷 어디로 갈까요? 급해요!!,121301, 23,2024.10.30
477283159,질문군산 옥도가 정확히 어딘가요?,정확한 섬 위치를 찾으려는데 옥도면으로 검색이 되고 해당 행정구역 안에는 선유도 대장도 등은 보이는데 '옥도'라는 이름의 섬을 찾을 수 없네요.. 첨부된 지도에서 정확한 위치를 표시해주시면 감사하겠습니다,121301, 27,2024.10.30
477282748,질문영화관 여자화장실칸 거울 왜 달려있을까요?,최근에 안양평촌 영화관에서 영화를 보고 나와 화장실을 갔는데 화장실문에 거울이 붙어 있더라구요 일어서니 거울이 민망한 부위를 딱 비추고 있길래 당황했어요 화장이야 일보고 나가서 고치면 되는데 굳이 거울을 왜 달아놨을지가 너무 궁금하더라구요 남자 변기칸에도 붙어있는지 확인하고 올걸 하는 후회도 되구여 그 영화관은 무슨 생각으로 거울을 붙였을까요? 주변분들에게 여쭈어보니 간혹 그런 공용 화장실이 꽤 있다고 들었어요,121301, 38,2024.10.30
477239063,질문영화관 일요일에 안하나요?,일요일에 영화 보러 가려고 하는데 일요일에 영화 상영하는 게 많이 없던데 원래 이런가요? 동성로 cgv랑 롯데시네마 둘 다 일요일에 상영하는 게 많이 없더라고요,121301, 40,2024.10.29
477236404,질문충북 휠체어 영화관,동생이 다리 화상때문에 휠체어 잠시 타고있는데 청주나 주변 지역 영화관중에 휠체어석이 있거나 리클라이너석으러 된 영화관좀 알려주세요 그리고 영화관엔 좌석 올라갈때 계단으로만 올라가야하잖아요 입구를 다른길로 안내받을 수 있나요?? 계단은 못 올라갈거 같은데,121301, 20,2024.10.29
477236275,질문문화누리카드...,문화누리카드로 김창옥 토크 콘서트 사용 가능한가요?,121301, 40,2024.10.29
477184510,질문해리포터 20주년 개정판 vs 기숙사에디션 번역문의,해리포터를 다시 읽어보려는데 해리포터 번역에 대한 문의입니다. 현재 20주년 개정판이라고 번역이 예전(초창기)에 비해 바뀐 걸로 알고 있는데 현재 판매하고 있는 20주년 개정판 vs 기숙사 에디션(4개 기숙사) vs 기숙사에디션(양장) 은 번역 내용이 동일한가요? 아니면 기숙사 에디션은 초기 번역버전인가요? 답변부탁드립니다. 감사합니다.,121301, 30,2024.10.28
477171636,질문중앙로지하상가 출구,중앙로지하상가 거기 SPAO 있는 곳으로 나가려면 어디 출구로 나가야하나요???,121301, 38,2024.10.28
477110963,질문군산기공 입학 관련질문,내신 71% 반장2번 개근상3번 지각없음 사회통합전형지원으로 했고 지금 면접은 진짜 잘본거같은데요....적성평가 너무 빨라서 많이 망한거 같은데..... 이거 합격가능할까요 지금 심장 바운스 거려서 잠을못자요 내공 많이드릴게요 도와줘요,121301, 40,2024.10.27
477125264,질문군산 헌옷수거함/의류수거함,군산 의류수거함 몇시쯤에 가져가나요 일요일에도 가져가나요? 급해용 ㅠㅠㅠ,121301, 38,2024.10.26
477068954,질문군산 살았던 분현 거주민 전문가분들만 답변해주세요!,안녕하세요 저는 고등학생이고 지리교육과를 꿈꾸는 학생입니다. 이번 동아리시간에 보고서를 작성해야 하는데요. 짧게 설명드리자면 독일에 뒤스부르크라는 도시는 공업도시였는데 타 지역에 밀려 망해버렸습니다. 하지만 뒤스부르크를 환경공원으로 바꾸어 도시의 이미지를 아예 바꿔버렸거든요. 군산도 뒤스부르크와 비슷한 상황이지만 뭔가 뒤스부르크처럼 제대로 된 도시재생을 이루어내지 않는 것 같아서  질문드립니다 1. 군산에서 도시재생을 위해 이루어지는 것은 무엇인가요? 2. 군산에서의 도시재생이 실제로 효과가 이루어지는 것 같나요? 3. 군산 주민들의 반응은 어떠한가요? 답변해주시면 정말 감사드리겠습니다!!,121301, 41,2024.10.26
477057315,질문군산 영광여고 교칙,피어싱 귀걸이 안되고 목걸이 안되고 팔찌 안되나요? 그리고 렌즈도 투명렌즈말고 직경작은 초코렌즈는여 그리고 하목입을때도 스타킹신나여.?..,121301, 43,2024.10.25
477053926,질문고등학교 어디가죠,군산사는 중3여자입니다 1지망을 군여고랑 영광여고 중에 고민 중인데 어디가 더 좋을까요 설득 좀 시켜주세요ㅠ 그리구 영광여고에 배구부랑 기숙사가 있나요...??,121301, 44,2024.10.25
477034003,질문중3인데 이사가서 고등학교에...,지금 개인사정으로 멀리이사를 가야하는데 중3아들이 공부를안해서 인문계 못간다는데 기존사는곳에 원룸잡아 중학교 졸업뒤 기숙사 기공으로 가는방법밖에 없나요?,121301, 23,2024.10.24
476984705,질문금광전문기술자분 있는지요?,저희 마당에서 마당 정리 하는중 신발에 묻어 있는 흙을 닦는중 샘바닥에 반짝반짝거려서 그걸 모아서 세수대야에 흔들어보니 금가루 가 확실한듯 한데요..전문가분께 여쪄보고 싶습니다. 연락처를 남겨 주시면 상담 하겠습니다.,121301, 23,2024.10.23
476962025,질문군산에서 경북 상주가는 법,군산에서 상주로 대중교통을 이용해서 갈려고 하는데 가장 빠른 방법은 뭘까요? 자세히 알려주시면 감사하겠습니다!,121301, 25,2024.10.22
476931027,질문전남문화복지카드,버스카드로 사용되나요? 어떤사람이 후불교통카드로 된다고하시길래 제 돈 빠져나가는 걸로 되는지 궁금해요 광주와뱅크로 전남문허ㅏ복카드 어떻게 보는지 모르게(;&;6,121301, 234,2024.10.22
476886145,질문군산 영광여고 좋나요..?,군산영광여고에 대해 알려주세요!,121301, 146,2024.10.21
476852054,질문오늘 포항포은중앙도서관 운영하나요?,오늘 가서 공부하려고 하는데 혹시 도서관이 열까요?,121301, 36,2024.10.20
476795296,질문전주중앙여고 입학설명회 언제인가요,전주 중앙여고 입학설명회 언제인가요 그리고 신청 해야 하나요? 면접도 봐야 하나요?,121301, 50,2024.10.20
476835941,질문구미에서 군산 가는 버스,오후 9시30분에서 10시쯤 구미에서 군산으로 가는 버스나 방법이 없을까요 막차가 6시30분만 있더라고요,121301, 20,2024.10.19
476805501,질문군산간호대 예비 합격,군산 간호대 1차 합격자가 발표됐는데 [예비합격](예비nn순위) 이렇게 떴는데 이건 일반전형으로 써서 최저가 있는데 이 최저를 맞추면 그냥 바로 합격인가요? 아니면 최저를 맞춰도 합격 확정이 아니고 예비인가요??,121301, 33,2024.10.19
476772314,질문군산간호대 수시1차 예비 149번 추합 가능성,예비 149번 나왔는데 추합 가능성 있을까요?,121301, 60,2024.10.18
476772220,질문군산간호대 수시1차 예비 149번 합격 가능성,합격할 수 있을까요..? 작년에 예비 몇 번까지 돌았나요?,121301, 49,2024.10.18
476764781,질문군산대 면접 결과 발표 시간,군산간호대 1차 합격자 발표 오늘인데 몇 시에 나오나요,121301, 37,2024.10.18
476760750,질문성산1800여가구가입주한대단지이를지상최고65층으로성산시,성산1800여가구가입주한대단지이를지상최고65층으로성산시영40층4823가구남성역일산별내경의중앙선,121301, 19,2024.10.17
476732963,질문군산 단체 숙소 추천바랍니다,11월 8~10일 2박 3일로 7명이 여행을 가려고 합니다 남녀가 섞여 있어서 큰 온돌방 2개 있는곳도 괜찮고 아니면 더블 침대 4개 정도 있는 곳도 좋습니다 추천해 주실 만한 곳 있으실까요???,121301, 25,2024.10.17
476693744,질문군산 동전교환 ATM기,동전이 많아져서 현금으로 빠꿀려하는데 분류해놨다가 ㅠㅠ 애가 엎어버리는바람에 하.... 다 섞였는데 다시 분류하자니 시간이 올래걸려서요 군산인데 혹시 셀프 교환ATM기 있는곳이 어디있을까요??,121301, 23,2024.10.16
476680207,질문올해는 눈 많이올까요,창원에 눈 많이 올까요ㅠ 작년에 적게와서 아쉬웠는데,121301, 29,2024.10.16
476649143,질문군산 압강옥 연락처,군산 압강옥 현재 리모델링 공사중이어서 연락 전화가 안되는데 혹시 사장님 개인 연락처라도 알 수 있는 방법이 있을까요? ㅠㅠ 상견례 예약을 해야해서 급한데 부탁드립니다 ﻿,121301, 22,2024.10.15
476517206,질문군산집은산북동하나리움 2차아파트사은대요 동사무소의 어디,군산집은산북동하나리움 2차아파트사은대요 소룡동아니면 미성동 사무소의 어디로갔야하나요,121301, 38,2024.10.15
476518586,질문강화성산수련원 질문,10월에 저희가 강화성산수련회에 가는데 질문 답변 해주세요! 1. 정말 금속탐지기로 전자기기 걷나요..? 아이패드 가져갈거라서… 2. 10인실 방을 쓸건데 방 크기가 얼마정도 되나요? 가능하면 비유해서 설명해주세요! 3. 교관님들 무서운가요?,121301, 30,2024.10.15
476566829,질문사정이있어노숙중인데요!잘곳이없는데5만원만빌려주실분??,제목숨을다해갚을깨요?부태드립니다,121301, 30,2024.10.14
476613706,질문군산 시내버스 막차시간,조촌동 롯데몰에서 수송동 가는 마지막 시내버스 시간을 알고싶어요 ㅠ 아시는 분들 상세하게 부탁드릴게요!! 버스 회사에 전화해도 안받아서 번호는 사양할게요 시내버스 관련한 답변만 해주세요,121301, 30,2024.10.14
476599345,질문군산 선유도여행코스 추천해주세요,안녕하세요 40대중반 아재들 여섯명의 여행입니다 1박2일이고요 도착시간은 점심무렵일것같습니다 고교동창부터 이어오는 모임이라 대부분 술파티하고요ㅋㅋ 예전에 선유도에서 기억이 남아 다시한번 가보려합니다 시간이 많지않아 에기저기 둘러보진못하구요 초저녁부터 진득하게 술한잔하며 추억여행 하려합니다 민박이면 더좋구요 한동네에서 움직였으면 좋겠습니다 장소추천 부탁드려요,121301, 28,2024.10.14
476549093,질문제주중앙여고 교복,중앙여고 마이아니고 가디건인가요?,121301, 41,2024.10.12
476509238,질문급해요ㅜㅜㅜ경희대 평화의전당 2층 시야 궁금해요!!??,2층 e열이에요!!!! 어디 시야가 괜찮나요?? 첫번째 자리 잘 보일까요???,121301, 18,2024.10.11
476497580,질문군산에 잔디있고 조용한 장소 아시는분,캠핑이든 독서든 하려고 하는데 아시는분,121301, 24,2024.10.11
476475004,질문군산 손세차 유명한곳,잘하는곳 가격과 몇군데 추천 부탁드립니다!,121301, 22,2024.10.11
476467081,질문군산 조촌동맥도날드 사람많나요?,,121301, 27,2024.10.10
476461767,질문웅상중앙병원,지금 그병원 이 없어졌는데 옛날 그 웅상중앙병원 갈려고 합니다 울산대학교 에서 타고 어디서 내리면 옛날 웅상중앙병원 가는지? 아시는분 계실까요?,121301, 31,2024.10.10
476432820,질문군산은 법원이 없나요??,검색해도 안나와서요 아시는분,121301, 37,2024.10.10
476426242,질문군산 지린성 웨이팅,내일 군산 지린성에 1시쯤 갈 거 같은데 혹시 그 때도 웨이팅이 많을까요?,121301, 50,2024.10.10
476405497,질문군산도 전주 인근이라고 봐도되나여,ㅈㄱㄴ입니다,121301, 28,2024.10.09
476352548,질문제주 성산 무늬오징어,성산쪽 무늬오징어 워킹으로 잘 나오는곳 있을까요 포인트 알려주세요!!,121301, 35,2024.10.08
476343563,질문군산 고1이 다닐만한 전과목학원 추천해주세요,고1이 다닐거고 국수사과영 다 했으면 좋겠습니다 학원비는 싸거나 적당했으면 좋겠고 국영사과는 괜찮은데 수학 기초가 거의 안 잡혀 있어서 잘 가르쳐주는곳이면 좋겠습니다 추천해주세요,121301, 43,2024.10.08
476291810,질문군산 이성당,이성당 본점에서 트레이에 빵 담은 다음에 계산하면 모두 종이 바구니에 넣어주나요? 빵 사고 신관 2층 가서 빵이랑 음료 좀 먹으려고 하는데 다들 트레이에 빵 담은 모습만 보여주길래 궁금해서요,121301, 18,2024.10.06
476277119,질문군산 전주 성 심리 상담 센터,군산이나 전주에 성 심리 상담 센터 있나요?,121301, 15,2024.10.06
476179412,질문국립중앙청소년수련원,시설괜찮은가요?,121301, 34,2024.10.05
476172808,질문영화좀 찾아주세요,어떤 피아노 신동이었고 어떤 한 여자와 같이 다녔던거같아요. 그리고 하나 더 그 여자는 피아노 학원을 운영했고 윗집 피자집 아저씨와 썸을 탔던거같습니다. 제발 찾아주세요 ㅠㅠ,121301, 31,2024.10.04
476138561,질문군산교통카드 무상지원 돈 돌려주는날,언제인가요,121301, 61,2024.10.03
476134908,질문군산시민분들~ 이성당질문드립니다,안녕하세요 천안에서 오늘군산놀러온 사람인데요 ㅎ 이성당이란 빵집이유명하대서...(한번도안가봤어요 ㅜ) 빵좀사가지고 올라가려는데.. 그주차장정보랑 무슨빵이 맛있고 유명한지알려주세요 ㅠ 제가 초보운전이라 ㅠ 넓은주차장 아시면 알려주시고요 ㅠ 오늘 무안 목포 구경갔다가 피곤해서 지금 군산 찜질방들렸는데 오픈런해도 사람많나요?ㅠ 하필오늘이 개천절이네요 ㅠ 그리고 빵집근처유명한 관광지도 아시면 부탁드려요 ㅎㅎ,121301, 31,2024.10.03
476133438,질문군산 제일고 질문,안녕하세요 내년에 고등학생 되는 중3입니다 제가 군산 제일고등학교를 가고 싶은데요 만약에 제일거를 간다면 기숙사를 쓰고 싶은데요 기숙사 쓸려면 공부 잘 해야한다는 그런 소리가 있는데요 맞나요? 만약 잘 해야한다면 내신 몇 퍼인가요? 기숙사 배정은 랜덤인가요?,121301, 70,2024.10.03
476114213,질문군산 중식집,군산은 왜 중식집이 많고 유명한가요?? 이유가 있나용?,121301, 22,2024.10.02
476042454,질문어떤 아저씨한테 죽을뻔한 꿈,영화에 나올법한 으스스한 창고에 어떤 아저씨가 있었는데 갑자기 저한테 분노를?? 품고 죽이려고 계속 달려들었어요.. 잘 기억은 안나는데 꿈속에선 저랑 구면이였어요 아무튼 저는 진짜 너무 무서워서 어떻게든 피하고 그 아저씨는 식칼 5개를 제 쪽으로 막 던졌는데 제가 다 피했어요 멈추지도 않고 쫓아오고휙 날아와서 뛰어들고 곧 있으면 죽겠단 생각에 비 상계단으로 내려가서 간신히 피했어요 미친 듯이 뛰다가 아는사람을 만나서 막 하소연을 했어요 경찰에 신고하려고 했는데 핸드폰을 두고오고 엄청 맞았는데도 상처가 안남아서 신고를 못하겠더라구요… 갑자기 술집? 와인바 같은곳에 갔는데 주인이 건너건너 친척인 연예인이셔서 그분께 그 얘기를 털어놨는데 그건 어떻게 해줄 수가 없다 이러셨어요. 아무튼 너무 무서워서 일어나보니깐 땀 뻘뻘 흘리고 꿈자리가 너무 사나워서 좀 찝찝하네요 개꿈인가요?? 꿈 해몽 부탁드려요지도는 잘못 달았는데 어케 지우는 지 모르겠네오,121301, 23,2024.09.30
476027374,질문군산 10번대는 전기버스 없나요?,군산은 버스 랜덤이라고 해도 1번은 걸릴탠데 왜 10대는 전기버스가 안 다니나요?,121301, 30,2024.09.30
476024522,질문군산경찰서,지갑을 잃어버려서 찾으러 오라고 연락이 왔는데 군산경찰서 어디로 가야할까요?,121301, 29,2024.09.30
476022351,질문문화잇지오,토요일티켓 2개 급구합니다 연락주세요 제발,121301, 21,2024.09.30
476009797,질문피가 많이. 흐르는꿈,딸이랑 영화관에 갔는데 바닥에 피가줄줄흐르고 벽에도 피가다묻었는데 무서워서 다른길로 가자니까 딸이. 지름길이라고 피흐르는곳으로 지나가자해서. 간신히 지나왔는데 무섭고 떨렸으요 이게뭔지 꿈해몽부탁드립니다,121301, 12,2024.09.30
475995468,질문군산시 전입하면,6개월 뒤 10만원 주고 그런거 업나요 익산은 잇는거 같던데 ㅜㅜ,121301, 22,2024.09.29
475982027,질문군산 71번 버스 끊기는 시간,제곧내입미당.. 언제 끊기나요ㅠ!!,121301, 27,2024.09.29
475954291,질문군산 나운2동 코인 노래방,무인으로 운영되는 청소년이 혼자 가기 좋은 코인 노래방 있을까요??? tj아닌 곳 알려주세요ㅜㅜ 일본곡 부르고 싶은데ㅜㅜ,121301, 25,2024.09.28
475903015,질문디즈니 영화(?) 같은건데 알려주세여,배경은 해변이고 근처에 미친과학자가 살고있어요 여주가 밤에 서핑을 했는데 서핑보드에 있는 어떠 꽃무늬로 인해 옛날영화로 들어갔어요 근데 다시 영화 남주와 여주를 현실여주가 현실로 같이왔다가 점점 현실화 돼서 다시 돌려 보낸 이야기인데 너무 궁금해요 제발 알려주세여,121301, 33,2024.09.27
475895372,질문문화교류 동아리 부스 추천해주세요!!,학교에서 동아리 축제하는데 부스 뭐 할 지 아이디어가 없어요.. 문화교류동아리(다른 나라 친구들과 화상통화하고 서로 문화 알려주는 동아리)인데 부스 추천 부탁드려요!,121301, 27,2024.09.27
475866118,질문군산에 있는 아무 고등학교(남),군산에 있는 아무 (남자)고등학교 금요일날 몇시에 끝나나요 ??,121301, 23,2024.09.26
475839509,질문문이 부셔졌습니다 복잡한사정이 잇어서 경찰관이 문을부셧,문이 부셔졌습니다 복잡한 사정이 잇어서 경찰관이 문을 부셧어요 나무문 수리하는 곳좀 알려주세요 .. 지역은 대전입니다 합리적인 비용 .. 제발,121301, 24,2024.09.26
475839462,질문가슴중앙에서 작은벌래가 나와 놀라서 때어버리는꿈,가슴중앙에 작은 구멍이있는데 작은벌래가 꿈뜰대며. 나와놀라서 때어버리는꿈,121301, 22,2024.09.26
475750627,질문군산 수목원 같은 곳,제가 타지사람이라 군산에서 수목원처럼 숲이 있고 깨끗해서 의자가지고 가족들과 산책하기 좋은곳였어요 은파는 아니고 혹 어딘지 아시는분,121301, 36,2024.09.25
475781162,질문군산 아울렛에 커버낫 있나요?,군산 아울렛에 커버낫 파나요??,121301, 21,2024.09.24
475715628,질문군산 선유도 근처 마트?,안녕하세요. 금주 군산 선유도 근처 펜션으로 가족여행이 있습니다. 저녁에 바베큐 해먹을껀데 근처에 고기부터 생필품 살 수 있는 마트가 있을까요? 아니면 군산 시내 쪽 까지 나가서 사와야 할까요?,121301, 39,2024.09.24
475671305,질문군산 동산중 전학,지금 다니고 있는 학교에서 너무 힘든 삶을 보내고 있는데 동산중으로 전학 가능할까요? 1학년인데 애들이랑 싸우고 관계 안 좋아져서 매일 혼자다니고 자//해 하고 급식도 같이 먹을 애들도 없어서 3~4달 동안 안 먹고 그러는데 저 진짜 전학 가고 싶거든요 안 가면 진짜 죽어버릴 것 같아서요 아는 애들이랑 언니가 회현중으로 밖에 못 간다다고 하던데 진짠가요,121301, 34,2024.09.24
475669755,질문선양에서 올 때,지금은 베이징에서 곧 선양을 가요 뭐 비행기표는 끊어놓아서 가면 되는데 선택지가 2개 있어요 9월 29일에는 없지만 9월 30날 오전 10:20에 부산에 도착하는게 있는데 우리나라하면 인천공항이 외국진출하는 항로가 많은데 선양에서 부산보다 인천으로 들어오는 게 낫겠죠? 찾다보면 9월 29일에 귀국항공편도 있을거고 9월 29일에 돌아오는 걸로 찾으려고 웬만하면,121301, 23,2024.09.23
475712889,질문1560번 버스 시간표와 노선 어디서 알 수 있나요?,이번에 잠깐 시내로 나가려고 하는데 1560번 버스를 이용하려고 하는데 시간표와 노선이 어떻게 되나요? 평일과 주말 시간표가 다른가요? 1560번 버스의 주요 경유지와 소요 시간도 알려주세요.,121301, 25,2024.09.23
475690811,질문한국성인배우영화,침대부부하는데요 아들2명 문멀고 아버지 같이놀자고 여자 팬티구멍 있서요 제목 알려주세요,121301, 29,2024.09.22
475626074,질문군산 전시회,9월부터 12월 전에 있거나 12월까지 하고 있는 전시회 알려주세요!!,121301, 37,2024.09.22
475658701,질문군산 킹코인노래방 전화번호 알려주세요 ㅜㅜ,063-471-9789 이 번호 말고요 ㅜㅜ 급해요,121301, 32,2024.09.22
475631845,질문출근 시간 대 1호선,월요일에 사정 때문에 캐리어 끌고 1호선 타야하는데요 출근시간때엔 너무 힘들 것 같아서 조금 더 일찍 오전 5:30~6:00 시에 탑승해서 용산 까지 가려고 합니다. 7~8시보단 덜 혼잡할까요? 또 인천행 타고 용산역에서 하차하는데 내리는 문이 어느쪽일까요? 내리는 문과 최대한 가까운 곳에 위치해있으려구요 ..,121301, 110,2024.09.21
475625191,질문학생 커플 군산 놀거리,남친은 군산 살고 저는 서울 사는데 제가 이번에 군산 가서 데이트 하려는데 어디가 좋은가요?피씨방 보드게임카페 이런거 말고요,121301, 28,2024.09.21
477944853,질문아이더 스투키,김제 모다아울렛에 아이더 스투키 가격 아시는분들 좀 알려주세요,121302, 18,2024.11.19
477940394,질문다세대 연립 담보,김제 연립 담보 좀 잡고 싶어서요 kb 시세 3500 나오구요 3층 건물에 1동 2층 거주 허고 잇어요 집 담보 잡은건 없구요 현금으로 구매 한거라 잡힌건 하나도 없어요 1500 정도 필요한데 가능 한지요? 일 하는건 프리랜서라 수입이 왓다 갓다 하구요 소득증빙은 안되구여 신용카드 3장 쓰면서 연체눈 없습니다 현금 으로 받는거라 400정도 됩니다 신용은 연체는 없어요 대출금 3천정도 되구요 급히 써야되서 가능한지 묻고 싶네요,121302, 32,2024.11.15
477888597,질문김제 안경박사 수험생 할인 하나요,김제 한들중 옆에 있는 안경박사 수험표 할인 하나요?,121302, 17,2024.11.14
477657307,질문김제 농생명 마이스터고 흡연검사,지금 전주에사는 중학교3학년입니다 이번에 김제 농생명 마이스터고에 최종합격 되었습니다 그래서 예비소집을 가야되는데 몆몆 학교는 예비소집때 흡연검사를 한다는데 혹시 여기도 하나요? 1.김제 농생명 마이스터고 예비소집일때 흡연검사 하나요? 2.혹시 나중에라도 흡연검사 하나요? 3.기숙사 들어갈때 흡연검사하나요? 4.흡연검사 한다면 언제쯤에 하나요? 제학중이신 분들이나 아니면 졸업한 분들이 답해주세요 질문에 제대로 대답못하거나 욕설또는 담배피지마라는 분들은 그냥 답해주지 마세요 질문 다 완벽하게 해주시는 분들만 그런말 해주세요,121302, 22,2024.11.10
477572748,질문잠실에서 신곡역까지 막차 시간 알려주세요!,롯데월드 갔다가 좀 늦게 올 생각인데 이호선이랑 칠호선 둘다 막차 몇시쯤 될까요?,121302, 19,2024.11.06
477544872,질문입석승차금지가 머죠???,비원버스 내년부터 입석승차금지를 하단더엥넹,121302, 113,2024.11.06
477390659,질문김제 덕암고등학교,덕암고 내신 어느 정도로 여렵나요? 덕암고랑 김제여고중 고민중인데 내신에 수능 까지 생각하면 어디가 더 좋은 학교일까요? 교육제도 바뀐다고 해서 너무 걱정되요 제가 덕암고 가서도 잘할 수 있을지도 잘 모르겠어요 그리고 김제여고 그 설명회? 는 언제 하나요?,121302, 43,2024.11.02
477166999,질문김제 덕암정보고를 가고싶은데 혹시 스쿨버스 있나요?,스쿨버스있으면 시간표? 혹시 그런거 알려줄수 있을까요.. 전주에 사는데 좀 먼것 같아서요..,121302, 37,2024.10.31
477263933,질문입석+좌석...,입석+좌석 뜻 이 뭘까요? 전주에서 내려서 환승을 해야한다는 말일까요?,121302," 1,075",2024.10.30
477229384,질문김제덕암고등학교 전학,다음주 월욜에 전학가는데 걱정이 이만저만이 아니어서ㅠㅠ 내신 따려고 전학가기로 했는데 아예 타지여서ㅠㅠ 괜찮나요??,121302, 30,2024.10.29
477118508,질문김제 농생명 마이스터고등학교...,김제 농생명 마이스터고등학교 빡센가요?,121302, 28,2024.10.28
477011209,질문김제 카카오택시 잘 잡히나요?,,121302, 26,2024.10.24
476839348,질문강서구 명덕여고vs경복여고,이번 기말 끝나면 원서 접수가 코앞으로 다가오는데요.. 경복이랑 명덕 중에 어떤 학교를 1지망에 넣을지 고민이에요 ㅜㅜ 경복과 명덕의 1 학교 분위기 알려주세요 2 내신따기의 난이도/각 학교마다 수시랑 정시 비율 어떤지.. 3선생님을 어떠신지.. 4 동아리가 많고 여러 분야의 동아리가 있는지ㅣ 5각 학교의 어렵게 나오는 과목과 쉽게 나오는 과목 알려주세여 ㅜㅜ 재학생분들이면 더더욱 좋구여 가장 최근 정보로 알려주시면 감사할 것 같아요우.. 예비고1를 위해 젭알 도와주세요 ㅜㅜ,121302, 27,2024.10.22
476894781,질문김제서고 전학,안녕하세요 전주에 사는 고1 여학생입니다 11월 초에 김제서고로 전학을 가는데 괜찮나요..? 여학생 비율이 11명이길래ㅠ 제가 여고에서 전학을 가는데 진짜 너무ㅠ걱정이 되네요ㅠㅠ,121302, 23,2024.10.21
476693647,질문이곳이 어디인가요?,김제였던가 어디였는데 기억이안나네요.,121302, 30,2024.10.16
476685427,질문김제에서 울산,가는 빠른 노선 알려주세요!,121302, 34,2024.10.16
